index,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1591,The Time Tunnel,1994,7.6,3447,Action; Adventure; Sci-Fi,60,Series,TV-PG,30,No Rate,No Rate,No Rate,No Rate,No Rate
1592,Kurulus: Osman,1994,7.9,6737,Action; Adventure; Drama,120,Series,TV-14,66,None,Mild,None,None,Moderate
1593,Empire,1994,7.3,38429,Drama; Music,42,Series,TV-14,103,Mild,Moderate,Moderate,Severe,Moderate
1594,The OA,1994,7.8,96940,Drama; Fantasy; Mystery,60,Series,TV-MA,16,Moderate,Moderate,Moderate,Mild,Moderate
1595,Fear Street: 1666,2021,6.6,40835,Horror; Mystery,114,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1596,Mama,2013,6.2,174744,Fantasy; Horror; Thriller,100,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe
1597,Species,1995,5.8,78028,Action; Horror; Sci-Fi,108,Film,R,-,Severe,Severe,Moderate,Mild,Moderate
1598,Bill & Ted Face the Music,2020,6.0,40803,Adventure; Comedy; Music,91,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1599,The Fly,1986,7.6,168792,Drama; Horror; Sci-Fi,96,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1600,Misery,1990,7.8,196022,Drama; Thriller,107,Film,R,-,None,Severe,Moderate,Mild,Severe
1601,Awkwafina Is Nora from Queens,1990,7.3,3545,Comedy,30,Series,TV-MA,20,Moderate,Mild,Severe,Severe,No Rate
1602,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,1208700,Action; Adventure; Fantasy,124,Film,PG,-,None,Mild,None,None,Moderate
1603,EuroTrip,2004,6.6,203298,Comedy,92,Film,R,-,Severe,Mild,Severe,Moderate,None
1604,The Ballad of Buster Scruggs,2018,7.3,133890,Comedy; Drama; Musical,133,Film,R,-,Mild,Severe,Mild,Mild,Moderate
1605,Jackie Brown,1997,7.5,331875,Crime; Drama; Thriller,154,Film,R,-,Mild,Moderate,Severe,Moderate,Mild
1606,Indiana Jones and the Last Crusade,1989,8.2,719054,Action; Adventure,127,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1607,Equinox,1989,6.1,5815,Drama; Fantasy; Mystery,43,Series,TV-MA,6,Moderate,Mild,Mild,Mild,Moderate
1608,CSI: NY,1989,6.9,45169,Action; Crime; Drama,43,Series,TV-14,197,Moderate,Moderate,Mild,Moderate,Moderate
1609,Gran Torino,2008,8.1,743655,Drama,116,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1610,The Lincoln Lawyer,2011,7.3,225616,Crime; Drama; Mystery,118,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
1611,The Call,2013,6.7,117346,Crime; Drama; Horror,96,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
1612,Vivarium,2019,5.8,48110,Comedy; Horror; Mystery,97,Film,R,-,Mild,Mild,Moderate,Mild,Moderate
1613,Batman Forever,1995,5.4,241869,Action; Adventure,121,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1614,Angel,1983,5.8,3312,Action; Crime; Thriller,94,Film,R,-,Moderate,Severe,Severe,Mild,Severe
1615,Shameless,1983,8.0,15938,Comedy; Crime; Drama,90,Series,TV-MA,139,Severe,Moderate,Severe,Severe,Moderate
1616,Inside Out,2015,8.1,656257,Animation; Adventure; Comedy,95,Film,PG,-,None,Mild,None,None,Mild
1617,Toy Story,1995,8.3,929761,Animation; Adventure; Comedy,81,Film,G,-,None,Mild,None,None,Mild
1618,My Name Is Earl,1995,7.7,98994,Comedy,22,Series,TV-PG,96,Mild,Mild,Moderate,Moderate,None
1619,Willy Wonka & the Chocolate Factory,1971,7.8,188998,Family; Fantasy; Musical,100,Film,G,-,None,Mild,None,Mild,Moderate
1620,Shrek,2001,7.9,640174,Animation; Adventure; Comedy,90,Film,PG,-,Mild,Mild,Mild,Mild,Mild
1621,Child's Play,2019,5.7,48427,Drama; Horror; Sci-Fi,90,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1622,Battle of Britain,1969,7.0,21788,Action; Drama; History,132,Film,G,-,Mild,Mild,Mild,Mild,Mild
1623,Quantum Leap,1969,8.1,28234,Action; Adventure; Drama,60,Series,TV-PG,97,None,Mild,Mild,Mild,Mild
1624,30 Days of Night,2007,6.6,170844,Action; Horror; Thriller,113,Film,R,-,None,Severe,Moderate,Mild,Severe
1625,Bewitched,2007,7.6,19620,Comedy; Family; Fantasy,25,Series,TV-G,254,None,Mild,None,Mild,None
1626,Star Wars: Rebels,2007,8.0,36173,Animation; Action; Adventure,22,Series,TV-Y7-FV,77,None,Mild,None,Mild,Mild
1627,Le fabuleux destin d'Amélie Poulain,2001,8.3,726634,Comedy; Romance,122,Film,R,-,Moderate,Mild,None,Mild,None
1628,Rush,2013,8.1,453966,Action; Biography; Drama,123,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
1629,The Lodge,2019,6.1,39203,Drama; Horror; Mystery,108,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
1630,The Hobbit: The Desolation of Smaug,2013,7.8,623382,Adventure; Fantasy,161,Film,PG-13,-,None,Moderate,None,Mild,Moderate
1631,Bird Box,2018,6.6,305699,Horror; Sci-Fi,124,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1632,Lost in Translation,2003,7.7,433884,Comedy; Drama,102,Film,R,-,Moderate,None,Mild,Mild,None
1633,Oldboy,2013,5.7,72145,Action; Drama; Mystery,104,Film,R,-,Severe,Severe,Severe,Moderate,Severe
1634,Marriage Story,2019,7.9,274621,Comedy; Drama; Romance,137,Film,R,-,Mild,Mild,Moderate,Mild,Mild
1635,Annabelle,2014,5.4,150583,Horror; Mystery; Thriller,99,Film,R,-,None,Moderate,None,Mild,Severe
1636,The Core,2003,5.5,96461,Action; Adventure; Sci-Fi,135,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1637,War of the Worlds,2005,6.5,430010,Action; Adventure; Sci-Fi,116,Film,PG-13,-,None,Moderate,Moderate,None,Moderate
1638,Amadeus,1984,8.3,383251,Biography; Drama; Music,160,Film,PG,-,Moderate,Mild,Moderate,Moderate,Mild
1639,Iron Man 2,2010,7.0,760751,Action; Adventure; Sci-Fi,124,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1640,Clifford the Big Red Dog,2021,0.0,0,Animation; Adventure; Comedy,97,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
1641,The Incredibles,2004,8.0,682900,Animation; Action; Adventure,115,Film,PG,-,Mild,Mild,None,Mild,Mild
1642,Warehouse 13,2004,7.6,49896,Drama; Mystery; Sci-Fi,43,Series,TV-14,64,Mild,Mild,Mild,Mild,Mild
1643,The Rock,1996,7.4,324001,Action; Adventure; Thriller,136,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1644,Total Recall,2012,6.2,246904,Action; Adventure; Sci-Fi,118,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
1645,As Good as It Gets,1997,7.7,287861,Comedy; Drama; Romance,139,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
1646,A Series of Unfortunate Events,2004,6.8,202138,Adventure; Comedy; Family,108,Film,PG,-,None,Mild,Mild,None,Moderate
1647,Kids,1995,7.1,76008,Drama,91,Film,NC-17,-,Severe,Moderate,Severe,Severe,Severe
1648,The Return of the Living Dead,1985,7.3,57990,Comedy; Horror; Sci-Fi,91,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
1649,Gokseong,2016,7.5,60126,Horror; Mystery; Thriller,156,Film,TV-MA,-,Mild,Severe,Severe,Mild,Severe
1650,Serendipity,2001,6.9,108101,Comedy; Romance,90,Film,PG-13,-,Mild,None,Mild,Mild,None
1651,Passengers,2016,7.0,373855,Drama; Romance; Sci-Fi,116,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
1652,Taken,2008,7.8,581691,Action; Crime; Thriller,90,Film,PG-13,-,Moderate,Severe,Moderate,Moderate,Severe
1653,Willow,1988,7.3,107126,Action; Adventure; Drama,126,Film,PG,-,None,Mild,Mild,Mild,Moderate
1654,L.A. Confidential,1997,8.2,553012,Crime; Drama; Mystery,138,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1655,Magnolia,1999,8.0,300439,Drama,188,Film,R,-,Moderate,Moderate,Severe,Severe,Moderate
1656,Outlander,2008,6.2,73674,Action; Adventure; Sci-Fi,115,Film,R,-,None,Severe,Mild,Mild,Severe
1657,Greyhound,2020,7.0,84102,Action; Drama; History,91,Film,PG-13,-,None,Moderate,Mild,None,Moderate
1658,Ragnarok,2020,7.5,33175,Action; Drama; Fantasy,45,Series,TV-MA,12,Mild,Moderate,Mild,Mild,Mild
1659,Fauda,2020,8.2,23379,Action; Drama; Thriller,60,Series,TV-MA,36,Mild,Moderate,Moderate,Moderate,Severe
1660,Weeds,2020,7.9,105469,Comedy; Crime; Drama,28,Series,TV-MA,102,Severe,Moderate,Severe,Severe,Moderate
1661,The Proposal,2009,6.7,308063,Comedy; Drama; Romance,108,Film,PG-13,-,Mild,Mild,Mild,Mild,None
1662,Zola,2020,6.5,6919,Comedy; Crime; Drama,86,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
1663,Cloverfield,2008,7.0,383963,Action; Horror; Sci-Fi,85,Film,PG-13,-,Mild,Severe,Moderate,Mild,Severe
1664,Caligola,1979,5.3,34819,Drama; History,156,Film,Unrated,-,Severe,Severe,Mild,Moderate,Severe
1665,Wrong Turn,2003,6.1,115181,Horror; Thriller,84,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1666,X-Men: Apocalypse,2016,6.9,410800,Action; Adventure; Sci-Fi,144,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1667,Family Law,2016,6.5,339,Comedy; Crime; Drama,60,Series,None,20,No Rate,No Rate,No Rate,No Rate,No Rate
1668,Disobedience,2017,6.6,28338,Drama; Romance,114,Film,R,-,Moderate,None,Mild,Mild,None
1669,Portrait de la jeune fille en feu,2019,8.1,78115,Drama; Romance,122,Film,R,-,Moderate,None,None,Mild,None
1670,Austin Powers: International Man of Mystery,1997,7.0,230466,Adventure; Comedy,94,Film,PG-13,-,Moderate,Mild,Mild,Mild,None
1671,Katla,1997,7.0,10736,Drama; Mystery; Sci-Fi,0,Series,TV-MA,8,Mild,Moderate,Mild,Mild,Severe
1672,The Outpost,2019,6.8,28521,Action; Drama; History,123,Film,R,-,Mild,Severe,Severe,Mild,Severe
1673,Rosemary's Baby,1968,8.0,204396,Drama; Horror,137,Film,Approved,-,Moderate,Moderate,Mild,Mild,Severe
1674,Kevin Can F**k Himself,1968,6.9,5643,Comedy; Drama,0,Series,TV-MA,9,None,Moderate,Moderate,Moderate,Mild
1675,The Middle,1968,7.6,47282,Comedy,22,Series,TV-PG,215,None,None,Mild,Mild,None
1676,Legends of the Fall,1994,7.5,156985,Drama; Romance; War,133,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
1677,Live Free or Die Hard,2007,7.1,397082,Action; Thriller,128,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
1678,Airplane!,1980,7.7,225206,Comedy,88,Film,PG,-,Moderate,Mild,Mild,Mild,None
1679,Solo: A Star Wars Story,2018,6.9,314084,Action; Adventure; Sci-Fi,135,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1680,Beautiful Boy,2018,7.3,62834,Biography; Drama,120,Film,R,-,Mild,Mild,Moderate,Severe,Moderate
1681,The Purge,2013,5.7,213186,Horror; Sci-Fi; Thriller,85,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1682,White Chicks,2004,5.7,137894,Comedy; Crime,109,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
1683,Elysium,2013,6.6,432136,Action; Drama; Sci-Fi,109,Film,R,-,Mild,Severe,Severe,Mild,Severe
1684,The Dig,2021,7.1,64803,Biography; Drama; History,112,Film,PG-13,-,Mild,None,None,Mild,Mild
1685,The Crow,1994,7.6,173720,Action; Drama; Fantasy,102,Film,R,-,Moderate,Severe,Severe,Severe,Severe
1686,Scissor Seven,1994,8.3,1958,Animation; Action,13,Series,TV-14,34,Mild,Moderate,Mild,None,Mild
1687,The Nun,2018,5.3,130587,Horror; Mystery; Thriller,96,Film,R,-,None,Severe,Mild,None,Severe
1688,Dirty Dancing,1987,7.0,215569,Drama; Music; Romance,100,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
1689,Twister,1996,6.4,187329,Action; Adventure; Thriller,113,Film,PG-13,-,None,Mild,Moderate,None,Moderate
1690,Anchorman: The Legend of Ron Burgundy,2004,7.2,340907,Comedy,94,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
1691,Bloodline,2004,7.9,47445,Drama; Thriller,60,Series,TV-MA,33,Moderate,Moderate,Severe,Severe,Mild
1692,Swallow,2019,6.5,19951,Drama; Mystery; Thriller,94,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1693,Mamma Mia!,2008,6.4,228290,Comedy; Musical; Romance,108,Film,PG-13,-,Mild,None,Mild,Mild,None
1694,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,354603,Drama; Horror; Musical,116,Film,R,-,Mild,Severe,Mild,Mild,Severe
1695,Hugo,2011,7.5,313623,Drama; Family; Fantasy,126,Film,PG,-,None,Mild,None,Mild,Mild
1696,The Hitman's Bodyguard,2017,6.9,213663,Action; Comedy; Crime,118,Film,R,-,Mild,Severe,Severe,Mild,Mild
1697,Gangs of New York,2002,7.5,421450,Crime; Drama,167,Film,R,-,Severe,Severe,Moderate,Moderate,Moderate
1698,Zone 414,2021,4.9,1376,Sci-Fi; Thriller,98,Film,R,-,Mild,Moderate,Severe,Mild,No Rate
1699,Eureka,2021,7.9,50569,Adventure; Comedy; Drama,60,Series,TV-14,77,Mild,Mild,None,Mild,Mild
1700,Gone with the Wind,1939,8.1,302134,Drama; History; Romance,238,Film,Passed,-,Mild,Moderate,None,Mild,Moderate
1701,Wonder,2017,8.0,153566,Drama; Family,113,Film,PG,-,None,Mild,Mild,Mild,Mild
1702,Scary Movie 2,2001,5.3,155206,Comedy,83,Film,R,-,Severe,Moderate,Severe,Moderate,Mild
1703,Evil Dead II,1987,7.7,154865,Comedy; Horror,84,Film,R,-,Mild,Severe,Moderate,None,Moderate
1704,Ugly Betty,1987,6.6,41981,Comedy; Drama; Romance,60,Series,TV-PG,85,Mild,Mild,Moderate,Mild,Mild
1705,The Hunger Games: Mockingjay - Part 2,2015,6.6,303629,Action; Adventure; Sci-Fi,137,Film,PG-13,-,None,Moderate,None,Mild,Moderate
1706,Men in Black II,2002,6.2,356862,Action; Adventure; Comedy,88,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Mild
1707,Let Him Go,2020,6.7,21185,Crime; Drama; Thriller,113,Film,R,-,None,Severe,Mild,Mild,Moderate
1708,ParaNorman,2012,7.0,98315,Animation; Adventure; Comedy,92,Film,PG,-,Mild,Moderate,Mild,None,Moderate
1709,The Witches,1990,6.9,47061,Adventure; Comedy; Family,91,Film,PG,-,None,Moderate,Mild,Mild,Moderate
1710,Jupiter's Legacy,2021,6.7,34304,Action; Adventure; Drama,56,Series,TV-MA,8,Mild,Severe,Moderate,Moderate,Moderate
1711,Friday the 13th: The Final Chapter,1984,6.0,48870,Horror; Thriller,91,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
1712,Friday,1995,7.3,106057,Comedy; Drama,91,Film,R,-,Mild,Mild,Severe,Severe,Mild
1713,Daman akeseo guhasoseo,2020,6.8,3463,Action; Crime; Thriller,108,Film,Not Rated,-,None,Moderate,Mild,Moderate,Mild
1714,Boston Legal,2020,8.4,44360,Comedy; Crime; Drama,44,Series,TV-14,101,Mild,Mild,Mild,Mild,Mild
1715,The Favourite,2018,7.5,185686,Biography; Comedy; Drama,119,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
1716,The Predator,2018,5.3,122994,Action; Adventure; Sci-Fi,107,Film,R,-,Mild,Severe,Severe,Mild,Moderate
1717,Untitled Super Mario Project,2022,0.0,0,Animation; Adventure; Comedy,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1718,What's Your Number?,2011,6.1,75713,Comedy; Romance,106,Film,R,-,Moderate,None,Moderate,Mild,None
1719,Saint Maud,2019,6.7,26259,Drama; Horror; Thriller,84,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1720,Them,2019,7.3,16063,Drama; Horror; Thriller,45,Series,TV-MA,11,Mild,Severe,Severe,Moderate,Severe
1721,Spring Breakers,2012,5.3,139175,Crime; Drama,94,Film,R,-,Severe,Severe,Severe,Severe,Moderate
1722,X: First Class,2011,7.7,664240,Action; Adventure; Sci-Fi,131,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1723,High School DxD,2011,7.6,8609,Animation; Action; Comedy,23,Series,TV-MA,59,Severe,Moderate,Moderate,None,Moderate
1724,Waterworld,1995,6.2,188683,Action; Adventure; Sci-Fi,135,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1725,The Unholy,2021,5.1,14717,Drama; Horror; Mystery,99,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
1726,Hart of Dixie,2021,7.7,49914,Comedy; Drama; Romance,60,Series,TV-PG,76,Mild,None,Mild,Mild,No Rate
1727,A Time to Kill,1996,7.5,141034,Crime; Drama; Thriller,149,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
1728,In the Earth,2021,5.2,4976,Horror; Sci-Fi; Thriller,107,Film,R,-,None,Severe,Moderate,Moderate,Severe
1729,The Master,2012,7.2,163770,Drama,138,Film,R,-,Severe,Mild,Severe,Severe,Moderate
1730,21 Bridges,2019,6.6,58358,Action; Crime; Thriller,99,Film,R,-,None,Severe,Severe,Moderate,Moderate
1731,Ghostbusters II,1989,6.6,190768,Action; Comedy; Fantasy,108,Film,PG,-,Mild,Mild,Mild,Mild,Moderate
1732,12 Years a Slave,2013,8.1,666564,Biography; Drama; History,134,Film,R,-,Severe,Severe,Severe,Mild,Severe
1733,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,677451,Action; Adventure; Fantasy,151,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1734,Ash vs Evil Dead,2006,8.4,68360,Action; Comedy; Horror,30,Series,TV-MA,30,Moderate,Severe,Severe,Moderate,Severe
1735,Pain & Gain,2013,6.4,208308,Action; Comedy; Crime,129,Film,R,-,Severe,Severe,Severe,Severe,Severe
1736,iCarly,2013,6.8,3149,Comedy; Drama; Romance,26,Series,TV-PG,15,Mild,None,Mild,Mild,None
1737,Hot Fuzz,2007,7.8,483256,Action; Comedy; Mystery,121,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1738,Bumblebee,2018,6.7,151586,Action; Adventure; Sci-Fi,114,Film,PG-13,-,None,Moderate,Mild,None,Mild
1739,Rent,2005,6.9,50204,Drama; Musical; Romance,135,Film,PG-13,-,Moderate,Mild,Moderate,Severe,Mild
1740,Crazy Stupid Love.,2011,7.4,493130,Comedy; Drama; Romance,118,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
1741,Russian Doll,2011,7.8,75247,Adventure; Comedy; Drama,30,Series,TV-MA,16,Mild,Moderate,Severe,Severe,Mild
1742,Crash,2004,7.7,427802,Crime; Drama; Thriller,112,Film,R,-,Moderate,Moderate,Severe,Mild,Moderate
1743,Sseulsseulhago Chalranhashin: Dokkaebi,2004,8.6,15484,Comedy; Drama; Fantasy,60,Series,TV-14,16,None,No Rate,No Rate,No Rate,No Rate
1744,Warning,2021,5.8,969,Sci-Fi; Thriller,85,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
1745,Hitmen,2021,5.4,883,Comedy; Crime,30,Series,None,12,No Rate,No Rate,No Rate,No Rate,No Rate
1746,Star Wars: Episode VI - Return of the Jedi,1983,8.3,989037,Action; Adventure; Fantasy,131,Film,PG,-,Mild,Mild,None,Mild,Mild
1747,The Sound of Music,1965,8.0,216528,Biography; Drama; Family,172,Film,G,-,None,None,None,Mild,Mild
1748,Step by Step,1965,6.5,13616,Comedy; Family; Romance,30,Series,TV-G,160,Mild,Mild,Mild,Mild,No Rate
1749,Dune 2,1965,0.0,0,Action; Adventure; Drama,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1750,The Darling Buds of May,1965,7.8,1891,Comedy; Drama,100,Series,TV-PG,20,No Rate,No Rate,No Rate,No Rate,No Rate
1751,De slag om de Schelde,2020,7.3,6180,Drama; War,124,Film,TV-MA,-,None,Severe,Mild,Mild,Severe
1752,Hercules,1997,7.3,216531,Animation; Adventure; Comedy,93,Film,G,-,None,Mild,None,Mild,Mild
1753,Wedding Crashers,2005,6.9,342572,Comedy; Romance,119,Film,R,-,Severe,Mild,Moderate,Mild,None
1754,Bluey,2005,9.6,4110,Animation; Family,7,Series,TV-Y,147,None,None,None,None,None
1755,Lo imposible,2012,7.6,212000,Drama; History; Thriller,114,Film,PG-13,-,Mild,Severe,Mild,None,Severe
1756,Fifty Shades Darker,2017,4.6,96766,Drama; Romance,118,Film,R,-,Severe,Mild,Moderate,Mild,Mild
1757,Victorious,2017,6.9,22515,Comedy; Drama; Family,30,Series,TV-G,57,Mild,Mild,Mild,None,Mild
1758,The Mule,2018,7.0,126843,Crime; Drama; Thriller,116,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild
1759,Freaks and Geeks,2018,8.7,135407,Comedy; Drama,44,Series,TV-14,18,Mild,Mild,Mild,Moderate,Mild
1760,Afterlife of the Party,2021,5.8,5989,Comedy; Drama; Fantasy,109,Film,TV-PG,-,None,None,None,Mild,None
1761,Barb and Star Go to Vista Del Mar,2021,6.4,13047,Comedy,107,Film,PG-13,-,Mild,Mild,Mild,Moderate,None
1762,Bride of Chucky,1998,5.4,55353,Comedy; Horror,89,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1763,Madam Secretary,1998,7.6,21294,Drama; Thriller,45,Series,TV-PG,120,None,Mild,Mild,Mild,Mild
1764,Man of Tai Chi,2013,6.1,37440,Action; Drama,105,Film,R,-,None,Moderate,Mild,None,No Rate
1765,Overlord,2018,6.6,93304,Action; Horror; Sci-Fi,110,Film,R,-,Mild,Severe,Severe,Mild,Severe
1766,Peacemaker,2018,0.0,0,Action; Adventure; Comedy,0,Series,None,9,No Rate,No Rate,No Rate,No Rate,No Rate
1767,Hotel Transylvania 3: Summer Vacation,2018,6.3,64404,Animation; Adventure; Comedy,97,Film,PG,-,None,Mild,None,None,Mild
1768,The Hunger Games: Mockingjay - Part 1,2014,6.6,431328,Action; Adventure; Sci-Fi,123,Film,PG-13,-,None,Moderate,None,None,Mild
1769,Trailer Park Boys,2014,8.5,39663,Comedy; Crime,30,Series,TV-MA,106,Moderate,Mild,Severe,Severe,Mild
1770,13 Going on 30,2004,6.2,177951,Comedy; Fantasy; Romance,98,Film,PG-13,-,Mild,None,Mild,Mild,None
1771,Kick-Ass,2010,7.6,541047,Action; Comedy; Crime,117,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
1772,The Girl on the Train,2016,6.5,178952,Crime; Drama; Mystery,112,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
1773,Coroner,2016,6.8,3700,Crime; Drama; Mystery,60,Series,TV-MA,38,Mild,Mild,Mild,No Rate,No Rate
1774,Physical,2016,7.3,5631,Comedy; Drama,30,Series,TV-MA,10,Mild,None,Severe,Mild,None
1775,House of 1000 Corpses,2003,6.1,82053,Horror,89,Film,R,-,Moderate,Severe,Severe,Mild,Severe
1776,Without Remorse,2021,5.8,49591,Action; Thriller; War,109,Film,R,-,None,Moderate,Mild,Mild,Moderate
1777,Republic,2021,8.3,751,Drama; Thriller,152,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1778,Jeepers Creepers: Reborn,2021,0.0,0,Horror; Mystery; Thriller,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1779,The King of Staten Island,2020,7.1,53382,Comedy; Drama,136,Film,R,-,Mild,Mild,Severe,Moderate,Mild
1780,8 Mile,2002,7.1,266000,Drama; Music,110,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
1781,Wolfe,2002,6.5,799,Crime,60,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
1782,Timeless,2002,7.7,39713,Action; Adventure; Drama,60,Series,TV-14,27,Mild,Moderate,Mild,Mild,Mild
1783,Rocky IV,1985,6.9,195262,Drama; Sport,91,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
1784,Closer,2004,7.2,210131,Drama; Romance,104,Film,R,-,Moderate,Mild,Severe,Mild,None
1785,Moneyball,2011,7.6,392884,Biography; Drama; Sport,133,Film,PG-13,-,None,None,Moderate,Mild,None
1786,The Electrical Life of Louis Wain,2021,7.0,229,Biography; Drama; History,111,Film,PG-13,-,No Rate,Mild,Moderate,No Rate,No Rate
1787,Dallas Buyers Club,2013,8.0,462655,Biography; Drama,117,Film,R,-,Severe,Moderate,Severe,Severe,Moderate
1788,Misfits,2013,8.2,96804,Comedy; Drama; Fantasy,60,Series,TV-MA,38,Moderate,Severe,Severe,Moderate,Moderate
1789,Jerry Maguire,1996,7.3,253205,Comedy; Drama; Romance,139,Film,R,-,Moderate,Mild,Moderate,Mild,None
1790,A Rainy Day in New York,2019,6.5,37658,Comedy; Romance,92,Film,PG-13,-,Mild,None,None,Mild,None
1791,Kingdom,2019,8.5,17031,Drama,43,Series,TV-MA,40,Severe,Severe,Severe,Severe,Moderate
1792,Don Jon,2013,6.5,234440,Comedy; Drama; Romance,90,Film,R,-,Severe,Mild,Severe,Moderate,None
1793,Capharnaüm,2018,8.4,76398,Drama,126,Film,R,-,Mild,Mild,Severe,Moderate,Moderate
1794,Charmed,2018,4.7,15132,Drama; Fantasy; Mystery,43,Series,TV-PG,61,Mild,Mild,Mild,Mild,Moderate
1795,BlacKkKlansman,2018,7.5,242656,Biography; Comedy; Crime,135,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1796,Taking the Reins,2021,6.4,438,Comedy; Drama; Romance,84,Film,TV-G,-,None,None,None,None,None
1797,Children of Men,2006,7.9,480503,Action; Sci-Fi; Thriller,109,Film,R,-,Mild,Severe,Severe,Mild,Severe
1798,Extinct,2021,5.2,919,Animation; Adventure; Comedy,84,Film,TV-Y7,-,Mild,No Rate,No Rate,No Rate,No Rate
1799,Rise and Shine Benedict Stone,2021,7.0,225,Drama,84,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1800,Gwoemul,2006,7.1,114759,Action; Drama; Horror,120,Film,R,-,None,Moderate,Moderate,Mild,Moderate
1801,The Babysitter: Killer Queen,2020,5.8,33318,Comedy; Horror,101,Film,TV-MA,-,Mild,Severe,Severe,Mild,Moderate
1802,The Incredible Hulk,2008,6.6,457441,Action; Adventure; Sci-Fi,112,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1803,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,602537,Comedy; Drama,119,Film,R,-,Moderate,Mild,Severe,Moderate,Mild
1804,Destination Wedding,2018,6.0,27097,Comedy; Drama; Romance,87,Film,R,-,Mild,None,Severe,Mild,None
1805,The Amityville Horror,2005,6.0,109114,Horror,90,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1806,Babardeala cu bucluc sau porno balamuc,2021,6.8,2513,Comedy; Drama,106,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1807,Le bal des folles,2021,6.6,1635,Drama; Thriller,122,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1808,Indiana Jones and the Temple of Doom,1984,7.5,466305,Action; Adventure,118,Film,PG,-,Mild,Moderate,Mild,Mild,Severe
