index,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1809,Fast & Furious 7,2015,7.1,375645,Action; Adventure; Thriller,137,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1810,Haikyuu!!,2015,8.7,17201,Animation; Comedy; Drama,24,Series,TV-14,88,None,None,Mild,Mild,None
1811,Something Wild,1986,6.9,17255,Comedy; Crime; Romance,114,Film,R,-,Moderate,Moderate,Moderate,Mild,Mild
1812,Eagle Eye,2008,6.6,182239,Action; Mystery; Thriller,118,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
1813,Dark Desire,2008,6.5,4746,Drama; Mystery; Thriller,30,Series,TV-MA,19,Severe,Moderate,Mild,Moderate,Mild
1814,Shame,2011,7.2,189839,Drama,101,Film,NC-17,-,Severe,Moderate,Severe,Moderate,Moderate
1815,Chal Mera Putt 3,2021,8.5,1485,Comedy,130,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1816,The Office,2021,8.5,104426,Comedy; Drama,30,Series,TV-MA,14,Mild,None,Moderate,Mild,None
1817,Wyatt Earp,1994,6.7,48025,Adventure; Biography; Crime,191,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1818,Platoon,1986,8.1,396240,Drama; War,120,Film,R,-,Mild,Severe,Severe,Moderate,Severe
1819,Bonanza,1986,7.3,8664,Western,49,Series,TV-PG,430,None,Mild,None,Moderate,None
1820,Ófærð,1986,8.1,18445,Crime; Drama; Mystery,60,Series,TV-14,28,Moderate,Severe,Moderate,Mild,Moderate
1821,Mandy,2018,6.5,71193,Horror; Mystery; Thriller,121,Film,Not Rated,-,Moderate,Severe,Moderate,Severe,Severe
1822,Heathers,1988,7.2,96233,Comedy; Crime,103,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
1823,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,175424,Comedy; Sport,108,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
1824,Tides,2021,5.4,3764,Sci-Fi; Thriller,104,Film,R,-,Mild,Mild,No Rate,No Rate,Moderate
1825,While We Sleep,2021,3.7,173,Horror,92,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1826,El Camino: A Breaking Bad Movie,2019,7.3,206794,Action; Crime; Drama,122,Film,TV-MA,-,None,Moderate,Moderate,Moderate,Moderate
1827,Contratiempo,2016,8.1,161526,Crime; Drama; Mystery,106,Film,TV-MA,-,None,Mild,Mild,Mild,Moderate
1828,Zoey's Extraordinary Playlist,2016,8.1,14075,Comedy; Drama; Musical,60,Series,TV-14,25,Mild,None,Mild,Mild,None
1829,Hustlers,2019,6.3,91362,Comedy; Crime; Drama,110,Film,R,-,Moderate,Mild,Moderate,Severe,Mild
1830,Mad Max,1979,6.9,199104,Action; Adventure; Sci-Fi,88,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
1831,There's Something About Mary,1998,7.1,301314,Comedy; Romance,119,Film,R,-,Moderate,Mild,Moderate,Mild,None
1832,Face/Off,1997,7.2,361187,Action; Crime; Sci-Fi,138,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
1833,I May Destroy You,2020,8.1,17034,Drama,30,Series,TV-MA,12,Severe,Severe,Severe,Severe,Moderate
1834,Mission: Impossible - Ghost Protocol,2011,7.4,470869,Action; Adventure; Thriller,132,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1835,The Mummy Returns,2001,6.4,311593,Action; Adventure; Fantasy,130,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
1836,Preacher,2001,8.0,71090,Adventure; Drama; Fantasy,60,Series,TV-MA,43,Moderate,Severe,Moderate,Severe,Severe
1837,The Alienist,2001,7.7,49800,Crime; Drama; Mystery,60,Series,TV-MA,18,Moderate,Severe,Mild,Moderate,Severe
1838,Game Night,2018,6.9,220442,Action; Comedy; Crime,100,Film,R,-,Mild,Moderate,Severe,Mild,Mild
1839,Frankenweenie,2012,6.9,102521,Animation; Comedy; Family,87,Film,PG,-,None,Moderate,None,None,Moderate
1840,Big Fish,2003,8.0,428053,Adventure; Drama; Fantasy,125,Film,PG-13,-,Mild,Mild,Mild,None,Mild
1841,Spy Kids,2001,5.5,112894,Action; Adventure; Comedy,88,Film,PG,-,None,Mild,None,None,Mild
1842,Police Academy,1984,6.7,120091,Comedy,96,Film,R,-,Moderate,Mild,Moderate,Mild,None
1843,Hostel,2005,5.9,174601,Horror,94,Film,R,-,Severe,Severe,Severe,Severe,Severe
1844,Sing,2016,7.1,143462,Animation; Comedy; Family,108,Film,PG,-,None,Mild,None,None,Mild
1845,Glass,2019,6.6,225032,Drama; Sci-Fi; Thriller,129,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1846,The Waltons,2019,7.6,6406,Drama; Family; Romance,60,Series,TV-G,212,No Rate,No Rate,None,No Rate,No Rate
1847,Coming to America,1988,7.1,199352,Comedy; Romance,117,Film,R,-,Moderate,Mild,Moderate,Mild,None
1848,The Da Vinci Code,2006,6.6,415941,Mystery; Thriller,149,Film,(Banned),-,Mild,Severe,Mild,Mild,Moderate
1849,Up,2009,8.2,978674,Animation; Adventure; Comedy,96,Film,PG,-,None,Mild,None,None,Moderate
1850,Bad Boys for Life,2020,6.6,144833,Action; Comedy; Crime,124,Film,R,-,None,Severe,Severe,Mild,Mild
1851,The Trial of the Chicago 7,2020,7.8,159365,Drama; History; Thriller,129,Film,R,-,None,Moderate,Moderate,Mild,Mild
1852,Moonlight,2016,7.4,289612,Drama,111,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
1853,Lock Stock and Two Smoking Barrels,1998,8.2,556418,Action; Comedy; Crime,107,Film,R,-,Moderate,Severe,Severe,Moderate,Mild
1854,The Day After Tomorrow,2004,6.4,430215,Action; Adventure; Sci-Fi,124,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1855,2 Broke Girls,2004,6.6,93543,Comedy,22,Series,TV-14,138,Moderate,None,Moderate,Moderate,None
1856,It Comes at Night,2017,6.2,88923,Horror; Mystery; Sci-Fi,91,Film,R,-,Mild,Moderate,Moderate,None,Severe
1857,The Real Housewives of Beverly Hills,2017,5.1,5636,Reality-TV,44,Series,TV-14,244,No Rate,No Rate,No Rate,No Rate,No Rate
1858,The Hobbit: The Battle of the Five Armies,2014,7.4,495630,Adventure; Fantasy,144,Film,PG-13,-,None,Severe,Mild,Mild,Moderate
1859,Cape Fear,1991,7.3,183780,Crime; Thriller,128,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1860,Couples Retreat,2009,5.5,105123,Comedy,113,Film,PG-13,-,Moderate,Mild,Mild,Mild,None
1861,Valerian and the City of a Thousand Planets,2017,6.5,171779,Action; Adventure; Fantasy,136,Film,PG-13,-,Mild,Mild,Mild,None,Mild
1862,Nashville,2017,7.7,24183,Drama; Music; Romance,43,Series,TV-PG,124,Mild,Mild,Mild,Moderate,Mild
1863,Finding Nemo,2003,8.1,986509,Animation; Adventure; Comedy,100,Film,G,-,None,Mild,None,None,Moderate
1864,Helstrom,2020,6.8,7519,Action; Adventure; Drama,0,Series,TV-MA,10,Mild,Moderate,Mild,Mild,Severe
1865,Kin,2021,5.3,2206,Crime; Drama; Thriller,105,Film,TV-MA,-,None,Moderate,Mild,Moderate,None
1866,Gravity,2013,7.7,793112,Adventure; Drama; Sci-Fi,91,Film,PG-13,-,None,Moderate,Moderate,None,Moderate
1867,Time Trap,2017,6.3,33570,Action; Adventure; Mystery,87,Film,Not Rated,-,None,Mild,Mild,None,Mild
1868,Die Hard: With a Vengeance,1995,7.6,374296,Action; Adventure; Thriller,128,Film,R,-,Mild,Severe,Severe,Mild,Moderate
1869,Notting Hill,1999,7.1,291496,Comedy; Drama; Romance,124,Film,PG-13,-,Mild,None,Mild,Mild,None
1870,The Crazies,2010,6.5,116018,Horror; Mystery; Thriller,101,Film,R,-,None,Severe,Severe,Mild,Severe
1871,Predestination,2014,7.5,267409,Action; Drama; Sci-Fi,97,Film,R,-,Moderate,Moderate,Moderate,Mild,Mild
1872,Night of the Living Dead,1968,7.9,122306,Horror; Thriller,96,Film,Not Rated,-,Mild,Moderate,Mild,Mild,Severe
1873,Descendants,2015,6.4,18178,Comedy; Family; Fantasy,112,Film,TV-G,-,None,None,None,None,Mild
1874,Unhinged,2020,6.0,58288,Action; Thriller,90,Film,R,-,None,Severe,Moderate,Mild,Severe
1875,Back to the Future Part II,1989,7.8,502846,Adventure; Comedy; Sci-Fi,108,Film,PG,-,Mild,Mild,Moderate,Mild,Moderate
1876,Sucker Punch,2011,6.0,237676,Action; Adventure; Fantasy,110,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1877,Showgirls,1995,4.9,65205,Drama,128,Film,NC-17,-,Severe,Severe,Severe,Moderate,Severe
1878,Manchester by the Sea,2016,7.8,262647,Drama,137,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
1879,Minority Report,2002,7.6,527765,Action; Crime; Mystery,145,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Moderate
1880,The Green Inferno,2013,5.3,41858,Adventure; Horror,100,Film,R,-,Moderate,Severe,Mild,Moderate,Severe
1881,Below Deck Mediterranean,2013,7.3,1769,Reality-TV,43,Series,TV-14,106,Moderate,None,Moderate,Moderate,None
1882,Blonde,2022,0.0,0,Biography; Drama; Romance,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1883,Ant-Man and the Wasp,2018,7.0,347601,Action; Adventure; Comedy,118,Film,PG-13,-,None,Mild,Mild,None,Mild
1884,Night at the Museum,2006,6.4,328334,Adventure; Comedy; Family,108,Film,PG,-,None,Mild,Mild,None,Mild
1885,Sing 2,2021,0.0,0,Animation; Adventure; Comedy,0,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
1886,Breakfast at Tiffany's,1961,7.6,173155,Comedy; Drama; Romance,115,Film,Approved,-,Mild,None,None,Moderate,None
1887,The Wicker Man,1973,7.5,76436,Horror; Mystery; Thriller,88,Film,R,-,Severe,Moderate,Mild,Mild,Severe
1888,No Man of God,2021,6.4,3374,Biography; Crime; Drama,100,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1889,Family Matters,2021,6.6,26123,Adventure; Comedy; Drama,30,Series,TV-G,215,None,Mild,Mild,Mild,Mild
1890,Insecure,2021,7.9,14492,Comedy; Romance,30,Series,TV-MA,42,Severe,None,Severe,Moderate,Mild
1891,Happy Valley,2021,8.4,36293,Crime; Drama; Thriller,58,Series,TV-MA,18,Moderate,Moderate,Moderate,Moderate,Moderate
1892,Midway,2019,6.7,75878,Action; Drama; History,138,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
1893,Bloodshot,2020,5.7,69832,Action; Drama; Sci-Fi,109,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1894,Jason X,2001,4.4,53758,Action; Horror; Sci-Fi,92,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
1895,Citizen Kane,1941,8.3,423573,Drama; Mystery,119,Film,PG,-,None,Mild,None,Mild,None
1896,Good Trouble,1941,7.5,5562,Comedy; Drama; Romance,45,Series,TV-14,51,Moderate,No Rate,Mild,Mild,Mild
1897,Daredevil,2003,5.3,213091,Action; Crime,103,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1898,Constantine,2005,7.0,323113,Action; Fantasy; Horror,121,Film,R,-,None,Moderate,Moderate,Moderate,Severe
1899,Under the Silver Lake,2018,6.5,37676,Crime; Drama; Mystery,139,Film,R,-,Severe,Moderate,Moderate,Moderate,Moderate
1900,Hightown,2018,6.5,2930,Crime; Drama; Mystery,60,Series,TV-MA,18,Severe,Moderate,Severe,Severe,Mild
1901,What Breaks the Ice,2020,6.7,657,Drama,99,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1902,Medici,2020,7.9,17212,Biography; Drama; History,60,Series,TV-14,24,Moderate,Moderate,Mild,Mild,Mild
1903,The Royal Tenenbaums,2001,7.6,277285,Comedy; Drama,110,Film,R,-,Mild,Moderate,Mild,Moderate,Mild
1904,The Godfather: Part III,1990,7.6,376230,Crime; Drama,162,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1905,Rain Man,1988,8.0,491147,Drama,133,Film,R,-,Mild,Mild,Moderate,Mild,Mild
1906,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,86317,Comedy; Music,123,Film,PG-13,-,Mild,Mild,Mild,Mild,None
1907,The Post,2017,7.2,143782,Drama,116,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1908,Once Upon a Time in the West,1968,8.5,315267,Western,165,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1909,Mayor of Kingstown,1968,0.0,0,Crime; Drama; Thriller,0,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
1910,Dances with Wolves,1990,8.0,251045,Adventure; Drama; Western,181,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
1911,Austin Powers: The Spy Who Shagged Me,1999,6.6,224420,Action; Adventure; Comedy,95,Film,PG-13,-,Moderate,Mild,Moderate,None,None
1912,Lie to Me,1999,8.0,115000,Crime; Drama; Mystery,43,Series,TV-14,48,Mild,Mild,Mild,Mild,Moderate
1913,The Bad Batch,2016,5.3,29069,Action; Horror; Mystery,118,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
1914,The Age of Adaline,2015,7.2,163863,Drama; Fantasy; Romance,112,Film,PG-13,-,None,Mild,Mild,Mild,Mild
1915,Unaired Game of Thrones Prequel Pilot,2019,6.6,90,Fantasy,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1916,The Sandlot,1993,7.8,84939,Comedy; Drama; Family,101,Film,PG,-,Mild,Mild,Mild,Mild,Mild
1917,Lansky,2021,6.3,3082,Biography; Crime; Drama,119,Film,R,-,None,No Rate,No Rate,No Rate,No Rate
1918,A Touch of Frost,2021,7.8,7042,Crime; Drama; Mystery,105,Series,TV-MA,42,Severe,Moderate,Mild,Mild,Mild
1919,Despicable Me,2010,7.6,518369,Animation; Adventure; Comedy,95,Film,PG,-,None,Mild,None,None,Mild
1920,Annika,2010,6.6,777,Crime; Drama; Mystery,0,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
1921,Sliding Doors,1998,6.7,65505,Comedy; Drama; Fantasy,99,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
1922,Archive,2020,6.4,17234,Drama; Mystery; Sci-Fi,109,Film,TV-MA,-,None,Mild,Moderate,Mild,Moderate
1923,Before Sunrise,1995,8.1,287920,Drama; Romance,101,Film,R,-,Mild,None,Mild,Mild,None
1924,Rear Window,1954,8.5,466908,Mystery; Thriller,112,Film,PG,-,Mild,Mild,None,Mild,Moderate
1925,Wes Craven's New Nightmare,1994,6.5,54771,Fantasy; Horror; Mystery,112,Film,R,-,None,Severe,Mild,Mild,Severe
1926,Madres paralelas,2021,6.7,703,Drama,120,Film,R,-,None,No Rate,No Rate,No Rate,No Rate
1927,Major Payne,1995,6.3,34115,Adventure; Comedy; Family,95,Film,PG-13,-,None,Mild,Mild,None,Mild
1928,Dark Waters,2019,7.6,74353,Biography; Drama; History,126,Film,PG-13,-,Mild,Mild,Mild,None,Moderate
1929,Tangled,2010,7.7,424386,Animation; Adventure; Comedy,100,Film,PG,-,None,Mild,None,Mild,Mild
1930,The Pursuit of Happyness,2006,8.0,474940,Biography; Drama,117,Film,PG-13,-,None,None,Mild,Mild,Mild
1931,Dr. Quinn Medicine Woman,2006,6.8,11097,Drama; Family; Western,60,Series,TV-G,149,Mild,Mild,Mild,No Rate,Mild
1932,Blood Diamond,2006,8.0,520730,Adventure; Drama; Thriller,143,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
1933,Galaxy Quest,1999,7.3,157279,Adventure; Comedy; Sci-Fi,102,Film,PG,-,Mild,Mild,Mild,Mild,Mild
1934,Star Wars: Episode III - Revenge of the Sith,2005,7.5,739675,Action; Adventure; Fantasy,140,Film,PG-13,-,None,Moderate,None,None,Moderate
1935,10 Cloverfield Lane,2016,7.2,306304,Action; Drama; Horror,103,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
1936,Collateral,2004,7.5,380446,Crime; Drama; Thriller,120,Film,R,-,None,Severe,Moderate,Mild,Moderate
1937,The Machinist,2004,7.7,371915,Drama; Thriller,101,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
1938,Hitman,2007,6.3,165179,Action; Crime; Thriller,100,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
1939,Phantom Thread,2017,7.5,120618,Drama; Romance,130,Film,R,-,Mild,None,Moderate,Mild,Mild
1940,The Others,2001,7.6,351662,Horror; Mystery; Thriller,101,Film,PG-13,-,Mild,Mild,Mild,None,Moderate
1941,Hanna,2001,7.5,28951,Action; Drama,60,Series,TV-MA,22,Mild,Moderate,Moderate,Mild,Moderate
1942,Bergman Island,2021,6.7,667,Drama,112,Film,R,-,Mild,Mild,Mild,Mild,No Rate
1943,The Haunted Museum,2021,6.9,113,Horror,0,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
1944,Pirates of the Caribbean: On Stranger Tides,2011,6.6,498859,Action; Adventure; Fantasy,137,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1945,The Butterfly Effect,2004,7.6,467709,Drama; Sci-Fi; Thriller,113,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
1946,Aspirants,2004,9.7,286206,Drama,45,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
1947,Mad About You,2004,6.7,22408,Comedy; Romance,22,Series,TV-PG,174,Mild,None,Mild,Mild,No Rate
1948,American Traitor: The Trial of Axis Sally,2021,5.6,1647,Drama,109,Film,R,-,Mild,None,None,Mild,Moderate
1949,The Equalizer 2,2018,6.7,145993,Action; Crime; Thriller,121,Film,R,-,None,Severe,Severe,Moderate,Severe
1950,Downsizing,2017,5.7,104267,Drama; Fantasy; Sci-Fi,135,Film,R,-,Moderate,None,Moderate,Moderate,None
1951,True Grit,2010,7.6,324184,Drama; Western,110,Film,PG-13,-,None,Severe,Mild,Mild,Moderate
1952,The Gray Man,2022,0.0,0,Action; Thriller,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1953,Babylon Berlin,2022,8.4,21539,Crime; Drama; Thriller,45,Series,TV-MA,29,Severe,Moderate,Mild,Moderate,Mild
1954,The Deer Hunter,1978,8.1,325388,Drama; War,183,Film,R,-,Mild,Severe,Severe,Mild,Severe
1955,Shooter,2007,7.2,321767,Action; Drama; Thriller,124,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
1956,The Devil's Rejects,2005,6.8,96526,Crime; Horror; Western,107,Film,R,-,Severe,Severe,Severe,Severe,Severe
1957,The Last Man on Earth,2005,7.3,55588,Action; Comedy; Drama,22,Series,TV-14,67,Moderate,Mild,Mild,Mild,Mild
1958,King Arthur: Legend of the Sword,2017,6.7,203421,Action; Adventure; Drama,126,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
1959,Hannibal,2001,6.8,264083,Crime; Drama; Thriller,131,Film,R,-,Mild,Severe,Mild,Moderate,Severe
1960,90210,2001,6.1,43462,Comedy; Drama; Romance,60,Series,TV-14,114,Moderate,Moderate,Mild,Moderate,Moderate
1961,Pretty Baby,1978,6.6,10412,Drama,110,Film,R,-,Severe,Mild,Mild,Mild,Mild
1962,Stargate,1994,7.1,182881,Action; Adventure; Sci-Fi,116,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
1963,Jacob's Ladder,1990,7.5,103508,Drama; Horror; Mystery,113,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1964,Barbaroslar: Akdeniz'in Kilici,1990,8.8,1311,Action; Adventure; History,0,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
1965,Così fan tutte,1992,5.3,4521,Comedy; Drama,93,Film,Not Rated,-,Severe,None,Mild,Mild,None
1966,Angela Black,1992,6.0,175,Drama,0,Series,None,7,No Rate,No Rate,No Rate,No Rate,No Rate
1967,Young Royals,1992,8.6,21677,Drama; Romance,50,Series,TV-MA,7,Mild,Mild,Mild,Moderate,None
1968,Possessor,2020,6.5,28343,Horror; Mystery; Sci-Fi,103,Film,R,-,Severe,Severe,Moderate,Moderate,Severe
1969,The Room,2003,3.7,85934,Drama,99,Film,R,-,Severe,Mild,Moderate,Mild,Mild
1970,Goosebumps,2015,6.3,84668,Adventure; Comedy; Family,103,Film,PG,-,None,Mild,Mild,None,Moderate
1971,Climax,2018,7.0,60305,Drama; Horror; Music,97,Film,R,-,Moderate,Severe,Severe,Severe,Severe
1972,Doraibu mai kâ,2021,7.8,1054,Drama,179,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1973,Instant Family,2018,7.3,99670,Comedy; Drama,118,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
1974,Fa yeung nin wah,2000,8.1,137467,Drama; Romance,98,Film,PG,-,None,None,None,Mild,None
1975,Terminator Genisys,2015,6.3,268152,Action; Adventure; Sci-Fi,126,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
1976,A Few Good Men,1992,7.7,247988,Drama; Thriller,138,Film,R,-,None,Mild,Moderate,Mild,Mild
1977,Are You Afraid of the Dark?,1992,8.2,14165,Drama; Family; Fantasy,30,Series,TV-PG,91,Mild,Mild,Mild,Mild,Moderate
1978,The Comeback Trail,2020,5.6,4961,Comedy; Crime,104,Film,E,-,Mild,Moderate,Moderate,Mild,Mild
1979,The Informer,2019,6.6,30857,Action; Crime; Drama,113,Film,R,-,None,Severe,Severe,Moderate,Moderate
1980,Mushoku-tensei ~Isekai ittara honki dasu~,2019,8.3,4542,Animation; Adventure; Fantasy,24,Series,TV-14,14,Moderate,Moderate,Mild,Mild,Mild
1981,Gekijouban Poketto monsutâ: koko,2020,6.7,1063,Animation; Action; Adventure,99,Film,TV-Y7,-,No Rate,Mild,No Rate,No Rate,No Rate
1982,Star Wars: Episode II - Attack of the Clones,2002,6.5,667455,Action; Adventure; Fantasy,142,Film,PG,-,Mild,Moderate,None,Mild,Moderate
1983,Million Dollar Baby,2004,8.1,659385,Drama; Sport,132,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
1984,Oxygène,2021,6.5,31879,Drama; Fantasy; Sci-Fi,100,Film,TV-14,-,None,Mild,Mild,None,Moderate
1985,Double Jeopardy,1999,6.5,82174,Crime; Drama; Mystery,105,Film,R,-,Moderate,Moderate,Moderate,Mild,Mild
1986,Cold Mountain,2003,7.2,144132,Adventure; Drama; History,154,Film,R,-,Severe,Severe,Mild,Mild,Severe
1987,Orphan Black,2003,8.3,105851,Action; Drama; Sci-Fi,44,Series,TV-MA,50,Moderate,Severe,Moderate,Moderate,Moderate
1988,The Love Witch,2016,6.2,14713,Comedy; Horror; Romance,120,Film,Unrated,-,Moderate,Mild,Mild,Moderate,Mild
1989,Red Dragon,2002,7.2,262623,Crime; Drama; Thriller,124,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1990,Deep Impact,1998,6.2,171079,Action; Drama; Sci-Fi,120,Film,PG-13,-,None,Mild,Moderate,Mild,Moderate
1991,Molly's Game,2017,7.4,156671,Biography; Crime; Drama,140,Film,R,-,None,Mild,Moderate,Moderate,Moderate
1992,Supernova,2020,6.9,8104,Drama; Romance,95,Film,R,-,Mild,None,Moderate,Mild,Mild
1993,X-Men: Days of Future Past,2014,7.9,681074,Action; Adventure; Sci-Fi,132,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
1994,I Am Legend,2007,7.2,715105,Action; Adventure; Drama,101,Film,PG-13,-,None,Moderate,Mild,None,Moderate
1995,Silent Hill,2006,6.5,221756,Horror; Mystery,125,Film,R,-,Mild,Severe,Moderate,Mild,Severe
1996,American Sniper,2014,7.3,459138,Action; Biography; Drama,133,Film,R,-,Mild,Severe,Severe,Mild,Severe
1997,The Northman,2022,0.0,0,Action; Adventure; Drama,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1998,Memoria,2021,7.1,638,Drama,136,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1999,Miami Vice,2021,7.5,24763,Action; Crime; Drama,48,Series,TV-14,112,Mild,Moderate,Mild,Mild,Mild
2000,Happy Death Day,2017,6.6,128727,Comedy; Horror; Mystery,96,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2001,Oppenheimer,2023,0.0,0,Biography; Drama; History,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2002,Pacific Rim,2013,6.9,481081,Action; Adventure; Sci-Fi,131,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
2003,Into the Dark,2013,6.4,4282,Drama; Fantasy; Horror,90,Series,TV-MA,24,Mild,Moderate,Moderate,Moderate,No Rate
2004,The Running Man,1987,6.7,146724,Action; Sci-Fi; Thriller,101,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
2005,The Longest Yard,2005,6.4,169841,Comedy; Crime; Sport,113,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
2006,Ghost Adventures,2005,7.4,8689,Documentary; History; Reality-TV,45,Series,TV-PG,288,Mild,Moderate,Moderate,Mild,Moderate
2007,2012,2009,5.8,364536,Action; Adventure; Sci-Fi,158,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe
2008,Pleasantville,1998,7.5,125413,Comedy; Drama; Fantasy,124,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
2009,Jeepers Creepers,2001,6.2,119415,Horror; Mystery,90,Film,R,-,Mild,Severe,Moderate,None,Severe
2010,Suspiria,1977,7.4,87191,Horror,99,Film,R,-,None,Severe,Mild,Mild,Severe
2011,Mary Poppins,1964,7.8,163973,Comedy; Family; Fantasy,139,Film,G,-,None,None,None,None,Mild
2012,Black-ish,1964,7.1,21354,Comedy,22,Series,TV-PG,164,Mild,Mild,Mild,Mild,None
2013,Fantastic Four,2005,5.7,319379,Action; Adventure; Fantasy,106,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
2014,The French Connection,1971,7.7,116159,Action; Crime; Drama,104,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
2015,13 Hours,2016,7.3,129966,Action; Drama; History,144,Film,R,-,None,Severe,Severe,Mild,Severe
2016,The Phantom of the Opera,2004,7.2,119274,Drama; Musical; Romance,143,Film,PG-13,-,Mild,Moderate,None,Mild,Moderate
2017,Overboard,2018,6.0,36544,Comedy; Romance,112,Film,PG-13,-,Mild,None,Mild,Mild,None
2018,Teen Wolf,1985,6.1,49714,Comedy; Fantasy; Romance,91,Film,PG,-,Mild,Mild,Mild,Moderate,Mild
2019,I See You,2019,6.8,42984,Crime; Drama; Horror,98,Film,R,-,None,Moderate,Moderate,Mild,Moderate
